Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:18460000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
18460000;2;01/02/2023;;1;1;"6351,6665";"5055,123";"5647,231";10;19;2;2;2;;;"5332,7285";"5416,4883";"5598,707";"5810,1934";"5994,5264";"6165,524";"6237,008";"6294,2935";"6322,969";"6351,6665";"6322,969";"6179,8096";"6022,97";"5909,33";"5556,5674";"5207,5";"5152,003";"5110,4453";"5055,123";"5096,605";"5110,4453";"5235,2856";"5332,7285";"5360,6245";"5416,4883";"5472,448";"5514,4814";"5542,533";;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
18460000;2;01/01/2023;;1;1;"5207,5";"3904,6145";"4491,995";31;1;2;2;2;;;"3904,6145";"4010,7407";"4130,6934";"4130,6934";"4157,429";"4184,1934";"4224,394";"4251,23";"4251,23";"4291,536";"4318,4424";"4331,9062";"4372,339";"4412,8335";"4439,8647";"4453,3906";"4507,5625";"4494,009";"4466,9233";"4480,463";"4548,262";"4616,2314";"4657,0923";"4752,6685";"4821,1343";"4876,0234";"4931,016";"4958,551";"4986,111";"5082,7715";"5207,5";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
18460000;2;01/12/2022;;1;1;"3785,796";"1596,4137";"2334,2183";31;4;2;2;2;;;"1619,2467";"1619,2467";"1607,8232";"1596,4137";"1619,2467";"1653,5966";"1699,582";"1745,7759";"1757,3568";"1757,3568";"1768,9498";"1792,1744";"1873,8539";"1944,3412";"2015,257";"2050,8726";"2098,5205";"2242,5393";"2327,275";"2424,748";"2522,8787";"2646,441";"2821,0503";"2934,2646";"3099,0864";"3239,7048";"3355,52";"3472,0046";"3589,145";"3680,698";"3785,796";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
18460000;2;01/11/2022;;1;1;"1585,0173";"694,8794";"1104,0742";30;1;1;1;1;;;"694,8794";"704,818";"734,7734";"764,9339";"795,2939";"825,8483";"846,3238";"877,1917";"908,2418";"929,0409";"960,3853";"991,9011";"1023,5848";"1044,7987";"1076,7544";"1108,8693";"1141,1395";"1173,5627";"1206,1359";"1227,9333";"1260,7505";"1293,711";"1315,7627";"1337,8762";"1371,1605";"1426,9344";"1449,3468";"1494,3448";"1550,9113";"1585,0173";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/10/2022;;1;1;"764,9339";"704,818";"726,4119";15;26;1;1;1;;;"724,7653";"724,7653";"734,7734";"714,78";"714,78";"714,78";"724,7653";"724,7653";"724,7653";"734,7734";"734,7734";"744,8044";"744,8044";"754,858";"764,9339";"764,9339";"754,858";"734,7734";"714,78";"714,78";"714,78";"734,7734";"724,7653";"724,7653";"724,7653";"704,818";"704,818";"704,818";"704,818";"704,818";"704,818";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/09/2022;;1;1;"775,032";"694,8794";"726,8103";1;18;1;1;1;;;"775,032";"764,9339";"764,9339";"754,858";"744,8044";"744,8044";"734,7734";"734,7734";"724,7653";"724,7653";"714,78";"714,78";"724,7653";"734,7734";"714,78";"704,818";"704,818";"694,8794";"704,818";"714,78";"694,8794";"704,818";"724,7653";"714,78";"714,78";"724,7653";"734,7734";"734,7734";"734,7734";"724,7653";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/08/2022;;1;1;"1002,4439";"785,152";"887,597";1;30;1;1;1;;;"1002,4439";"991,9011";"981,377";"970,8717";"970,8717";"960,3853";"970,8717";"949,9179";"939,4697";"929,0409";"918,6315";"918,6315";"908,2418";"897,8718";"897,8718";"887,5217";"877,1917";"866,882";"856,5926";"856,5926";"846,3238";"836,0755";"836,0755";"825,8483";"825,8483";"815,6422";"805,4573";"805,4573";"795,2939";"785,152";"785,152";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/07/2022;;1;1;"1415,7499";"1002,4439";"1185,8027";1;31;1;1;1;;;"1415,7499";"1404,5806";"1382,2858";"1360,0508";"1348,9556";"1326,8115";"1304,7289";"1282,7083";"1271,7218";"1260,7505";"1238,8563";"1227,9333";"1206,1359";"1195,2617";"1184,4039";"1173,5627";"1162,7382";"1151,9304";"1130,3657";"1119,6089";"1108,8693";"1098,1467";"1087,4418";"1076,7544";"1066,0847";"1055,4329";"1044,7987";"1034,1827";"1023,5848";"1013,0052";"1002,4439";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/06/2022;;1;1;"2315,1377";"1438,133";"1851,2616";1;30;1;1;1;;;"2315,1377";"2266,6958";"2242,5393";"2218,426";"2170,3308";"2146,3494";"2110,4612";"2074,6738";"2038,989";"2003,4086";"1967,9326";"1932,5635";"1897,3014";"1897,3014";"1885,5719";"1850,4552";"1827,1057";"1780,5562";"1745,7759";"1711,1115";"1665,0735";"1630,6831";"1607,8232";"1585,0173";"1550,9113";"1528,2428";"1505,6296";"1483,0736";"1460,5746";"1438,133";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/05/2022;;1;1;"5486,4536";"2363,7488";"3638,884";1;31;1;1;1;;;"5486,4536";"5318,7896";"5110,4453";"4903,507";"4738,9956";"4575,4297";"4453,3906";"4345,377";"4251,23";"4144,058";"4037,346";"3917,8545";"3798,9675";"3693,8079";"3602,2";"3510,9795";"3433,103";"3355,52";"3252,5393";"3162,875";"3086,355";"2997,48";"2921,649";"2833,5925";"2758,4766";"2683,7002";"2609,2693";"2547,5122";"2486,0042";"2424,748";"2363,7488";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/04/2022;;1;1;"7621,7944";"5626,8296";"6554,931";1;30;1;1;1;;;"7621,7944";"7621,7944";"7621,7944";"7621,7944";"7621,7944";"7581,365";"7500,792";"7360,697";"7221,76";"7103,5933";"6973,785";"6770,175";"6567,5815";"6409,1255";"6251,3213";"6108,436";"5980,313";"5909,33";"5880,977";"5895,151";"5895,151";"5951,9033";"5994,5264";"6008,7456";"6022,97";"5994,5264";"5937,7065";"5852,646";"5739,5527";"5626,8296";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/03/2022;;1;1;"8260,426";"7460,6475";"7902,042";22;7;1;1;1;;;"8197,642";"8072,7";"7969,227";"7804,885";"7682,6123";"7541,0327";"7460,6475";"7541,0327";"7702,9326";"7866,337";"7948,6016";"7948,6016";"7907,4214";"7866,337";"7928,0";"7928,0";"7886,8687";"7928,0";"8072,7";"8155,9004";"8218,547";"8260,426";"8218,547";"8155,9004";"8072,7";"7969,227";"7886,8687";"7784,4473";"7723,2764";"7662,3154";"7601,5684";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/02/2022;;1;1;"8386,626";"6654,2812";"7590,893";26;1;1;1;1;;;"6654,2812";"6654,2812";"6668,75";"6712,186";"6813,7217";"6886,4";"6988,367";"7083,9814";"7202,006";"7301,0107";"7400,605";"7460,6475";"7480,707";"7541,0327";"7682,6123";"7866,337";"7989,8735";"8031,241";"8072,7";"8051,96";"8051,96";"8114,2544";"8197,642";"8260,426";"8344,466";"8386,626";"8365,534";"8281,401";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
18460000;2;01/01/2022;;1;1;"7601,5684";"5895,151";"6798,7617";20;1;1;1;1;;;"5895,151";"5923,5156";"5980,313";"6051,436";"6065,6777";"6165,524";"6308,629";"6394,753";"6538,723";"6639,8174";"6697,7017";"6755,6694";"6813,7217";"6900,9517";"6973,785";"7032,1426";"7083,9814";"7380,64";"7581,365";"7601,5684";"7581,365";"7541,0327";"7460,6475";"7360,697";"7221,76";"7046,745";"6900,9517";"6784,685";"6726,676";"6697,7017";"6654,2812";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/12/2021;;1;1;"3798,9675";"2696,1387";"3124,5173";31;13;2;2;2;;;"2896,4443";"2883,8555";"2833,5925";"2808,5166";"2783,4778";"2758,4766";"2770,973";"2783,4778";"2808,5166";"2795,993";"2770,973";"2733,5132";"2696,1387";"2721,046";"2721,046";"2758,4766";"3022,8286";"3201,2512";"3239,7048";"3265,3826";"3303,9624";"3355,52";"3394,2742";"3472,0046";"3563,058";"3693,8079";"3746,3262";"3772,6316";"3746,3262";"3759,4753";"3798,9675";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
18460000;2;01/11/2021;;1;1;"2833,5925";"1217,0265";"1962,3359";25;4;2;2;2;;;"1227,9333";"1238,8563";"1227,9333";"1217,0265";"1238,8563";"1293,711";"1348,9556";"1382,2858";"1393,4254";"1415,7499";"1483,0736";"1550,9113";"1596,4137";"1653,5966";"1780,5562";"1897,3014";"2038,989";"2098,5205";"2158,3347";"2327,275";"2522,8787";"2609,2693";"2683,7002";"2795,993";"2833,5925";"2808,5166";"2758,4766";"2758,4766";"2745,9905";"2783,4778";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
18460000;2;01/10/2021;;1;1;"1217,0265";"714,78";"849,6883";31;3;2;2;2;;;"734,7734";"724,7653";"714,78";"714,78";"724,7653";"734,7734";"744,8044";"744,8044";"744,8044";"754,858";"775,032";"795,2939";"795,2939";"795,2939";"795,2939";"805,4573";"805,4573";"805,4573";"795,2939";"795,2939";"785,152";"805,4573";"815,6422";"887,5217";"949,9179";"1002,4439";"1066,0847";"1141,1395";"1162,7382";"1206,1359";"1217,0265";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2
18460000;2;01/09/2021;;1;1;"744,8044";"665,2062";"690,6465";1;18;1;1;1;;;"744,8044";"734,7734";"714,78";"714,78";"714,78";"704,818";"694,8794";"694,8794";"694,8794";"684,9644";"684,9644";"675,0733";"675,0733";"684,9644";"684,9644";"684,9644";"675,0733";"665,2062";"665,2062";"665,2062";"675,0733";"665,2062";"665,2062";"665,2062";"675,0733";"675,0733";"675,0733";"694,8794";"724,7653";"744,8044";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/08/2021;;1;1;"866,882";"734,7734";"790,5369";1;28;1;1;1;;;"866,882";"856,5926";"846,3238";"846,3238";"836,0755";"825,8483";"815,6422";"805,4573";"805,4573";"795,2939";"785,152";"805,4573";"815,6422";"815,6422";"815,6422";"805,4573";"795,2939";"785,152";"785,152";"775,032";"764,9339";"764,9339";"754,858";"744,8044";"754,858";"744,8044";"744,8044";"734,7734";"734,7734";"734,7734";"744,8044";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/07/2021;;1;1;"1282,7083";"877,1917";"1050,6976";1;31;1;1;1;;;"1282,7083";"1260,7505";"1238,8563";"1227,9333";"1206,1359";"1184,4039";"1162,7382";"1151,9304";"1130,3657";"1119,6089";"1098,1467";"1087,4418";"1076,7544";"1055,4329";"1044,7987";"1034,1827";"1023,5848";"1002,4439";"991,9011";"991,9011";"981,377";"970,8717";"949,9179";"939,4697";"939,4697";"929,0409";"918,6315";"908,2418";"897,8718";"887,5217";"877,1917";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/06/2021;;1;1;"2535,1907";"1304,7289";"1809,6482";1;30;2;2;2;;;"2535,1907";"2461,4712";"2400,3174";"2339,422";"2278,7905";"2230,4775";"2170,3308";"2122,4124";"2062,767";"2015,257";"1956,1312";"1909,0436";"1862,1487";"1815,4498";"1768,9498";"1722,6532";"1688,0663";"1642,1334";"1596,4137";"1562,266";"1539,5698";"1516,9292";"1483,0736";"1449,3468";"1415,7499";"1393,4254";"1371,1605";"1348,9556";"1326,8115";"1304,7289";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/05/2021;;1;1;"5263,0957";"2596,898";"3870,0715";1;31;2;2;2;;;"5263,0957";"5249,188";"5207,5";"5110,4453";"4917,258";"4766,3486";"4643,466";"4548,262";"4494,009";"4453,3906";"4345,377";"4224,394";"4117,3364";"4010,7407";"3917,8545";"3812,1472";"3720,0515";"3628,3345";"3537,0027";"3446,062";"3355,52";"3265,3826";"3188,4507";"3111,827";"3022,8286";"2946,89";"2871,2761";"2808,5166";"2733,5132";"2658,851";"2596,898";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
18460000;2;01/04/2021;;1;1;"7046,745";"5110,4453";"5761,506";1;25;2;2;2;;;"7046,745";"6973,785";"6857,3135";"6567,5815";"6466,671";"6337,3154";"6222,7";"6122,699";"6051,436";"5994,5264";"5923,5156";"5838,4897";"5739,5527";"5654,9756";"5556,5674";"5472,448";"5402,5137";"5374,5815";"5360,6245";"5374,5815";"5360,6245";"5318,7896";"5263,0957";"5179,739";"5110,4453";"5249,188";"5249,188";"5193,6167";"5277,0103";"5304,8574";;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
18460000;2;01/03/2021;;1;1;"7662,3154";"6136,9688";"6724,4595";26;4;1;1;1;;;"6294,2935";"6222,7";"6179,8096";"6136,9688";"6151,2437";"6222,7";"6294,2935";"6351,6665";"6366,0234";"6366,0234";"6337,3154";"6279,9644";"6251,3213";"6308,629";"6294,2935";"6279,9644";"6265,6396";"6437,888";"6625,361";"6915,5083";"7123,2285";"7360,697";"7500,792";"7520,9004";"7480,707";"7662,3154";"7642,0425";"7621,7944";"7480,707";"7320,8813";"7162,569";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/02/2021;;1;1;"6351,6665";"2596,898";"3970,1738";28;4;1;1;1;;;"2621,65";"2634,0408";"2621,65";"2596,898";"2596,898";"2609,2693";"2609,2693";"2609,2693";"2646,441";"2733,5132";"2783,4778";"2871,2761";"3010,1494";"3162,875";"3316,8394";"3667,5952";"4278,0938";"4575,4297";"4876,0234";"5179,739";"5277,0103";"5416,4883";"5640,8994";"5852,646";"6051,436";"6237,008";"6337,3154";"6351,6665";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
18460000;2;01/01/2021;;1;1;"2609,2693";"1991,5714";"2284,1692";31;1;1;1;1;;;"1991,5714";"2062,767";"2098,5205";"2086,591";"2086,591";"2098,5205";"2086,591";"2074,6738";"2086,591";"2086,591";"2086,591";"2110,4612";"2122,4124";"2134,3755";"2170,3308";"2206,3862";"2278,7905";"2375,9282";"2400,3174";"2424,748";"2461,4712";"2498,2854";"2510,5774";"2522,8787";"2522,8787";"2510,5774";"2473,7322";"2535,1907";"2535,1907";"2559,844";"2609,2693";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18460000;2;01/12/2020;;1;1;"1909,0436";"1271,7218";"1446,6587";31;9;2;2;2;;;"1337,8762";"1326,8115";"1315,7627";"1304,7289";"1304,7289";"1304,7289";"1282,7083";"1282,7083";"1271,7218";"1282,7083";"1282,7083";"1271,7218";"1282,7083";"1304,7289";"1404,5806";"1438,133";"1449,3468";"1483,0736";"1505,6296";"1494,3448";"1471,8171";"1483,0736";"1483,0736";"1505,6296";"1562,266";"1585,0173";"1619,2467";"1688,0663";"1768,9498";"1838,7745";"1909,0436";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2
18460000;2;01/11/2020;;1;1;"1326,8115";"714,78";"1061,681";26;1;1;1;1;;;"714,78";"724,7653";"744,8044";"775,032";"775,032";"795,2939";"805,4573";"836,0755";"877,1917";"929,0409";"970,8717";"991,9011";"1013,0052";"1034,1827";"1044,7987";"1076,7544";"1162,7382";"1195,2617";"1206,1359";"1195,2617";"1206,1359";"1260,7505";"1293,711";"1293,711";"1304,7289";"1326,8115";"1326,8115";"1326,8115";"1315,7627";"1326,8115";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
18460000;2;01/10/2020;;1;1;"970,8717";"724,7653";"841,5907";1;30;2;2;2;;;"970,8717";"960,3853";"949,9179";"949,9179";"939,4697";"929,0409";"918,6315";"908,2418";"897,8718";"887,5217";"877,1917";"877,1917";"866,882";"856,5926";"846,3238";"836,0755";"825,8483";"825,8483";"815,6422";"805,4573";"795,2939";"785,152";"785,152";"775,032";"764,9339";"754,858";"754,858";"744,8044";"734,7734";"724,7653";"724,7653";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
18460000;2;01/09/2020;;1;1;"1315,7627";"981,377";"1142,5951";1;30;2;2;2;;;"1315,7627";"1304,7289";"1293,711";"1282,7083";"1271,7218";"1249,7958";"1238,8563";"1227,9333";"1217,0265";"1206,1359";"1195,2617";"1184,4039";"1162,7382";"1151,9304";"1141,1395";"1130,3657";"1119,6089";"1108,8693";"1098,1467";"1087,4418";"1076,7544";"1066,0847";"1055,4329";"1044,7987";"1034,1827";"1023,5848";"1013,0052";"1002,4439";"991,9011";"981,377";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
